Company/Brand,Sector,HeadQuarter,Year,Investor,Amount
CanPe,Computer software,Bangalore,2021,Axilor Ventures,1680000.0
Green Soul,Consumer Goods,Ambernath,2021,velocity.in,200000.0
Shiprocket,Logistics,New Delhi,2021,"March Capital, Tribe Capital",41000000.0
DealShare,Retail,Bangalore,2021,Tiger Global,144000000.0
Teachmint,EdTech,Bangalore,2021,Learn Capital,20000000.0
Vahak,Transportation,Bangalore,2021,RTP Global,5000000.0
goSTOPS,Hospitality,New Delhi,2021,"IAN, Yuj Ventures",1000000.0
Codedamn,Computer software,New Delhi,2021,Antler India,1680000.0
Biocraft Innovation Technology,Environmental service,Noida,2021,JITO Angel Network,1680000.0
Powerplay,Construction,Bangalore,2021,"Sequoia’s Surge, Accel Partners",5200000.0
Accio Robotics,Industrial Automation,Bangalore,2021,Uday Sodhi,0.0
Delhivery,Logistics,Gurugram,2021,"Fidelity, GIC",270000000.0
Avishkaar,EdTech,New Delhi,2021,Auxano,600000.0
Jobsgaar,Human Resources,New Delhi,2021,SucSEED Indovation Fund,140000.0
Almo,Fashion,Gurugram,2021,Angelist India,0.0
Breathe Well-being,Health,New Delhi,2021,"Stanford Angels and Entrepreneurs India, Anjali Bansal",1000000.0
GalaxEye,Aerospace,Chennai,2021,Speciale Invest,0.0
Good Health Clinic,Health,Hyderabad,2021,Khosla Ventures,5000000.0
Urban Company,Home services,New Delhi,2021,"Vy Capital, Wellington Management",250000000.0
MYBYK,Rental,Ahmadabad,2021,Avon Cycles,1000000.0
Locus,Logistics,Bangalore,2021,"Blume Ventures, Exfinity Venture Partners",50000000.0
Crejo.Fun,EdTech,Bangalore,2021,"Matrix Partners India, 021 Capital",3000000.0
Bambinos,EdTech,Bangalore,2021,"HNIs, Angels",500000.0
KreditBee,Finance,Bangalore,2021,"NewQuest Capital Partners, Motilal Oswal Private Equity",8000000.0
Spardha,EdTech,Pune,2021,Inflection Point Ventures,400000.0
Onelife Nutriscience,Health,Mumbai,2021,Lasons India,0.0
Flatheads,Fashion,Bangalore,2021,"Pankaj Chaddah, Srivatsan Rajan",0.0
Fable Fintech,Finance,Mumbai,2021,Paytm,0.0
Holisol,Logistics,New Delhi,2021,"BlackSoil, CLSA Capital Partners",3000000.0
Now&Me,Health,New Delhi,2021,"Saama, Whiteboard Capital",1000000.0
Fyllo,Agriculture,Bangalore,2021,"Indian Angel Network, Titan Capital, Lead Angels",400000.0
Cora Health,Health,Bangalore,2021,Undisclosed,0.0
Blaer Motors,Transportation,Chennai,2021,The Chennai Angels,300000.0
Swiflearn,EdTech,Gurugram,2021,"Venture Highway, Stellaris Venture Partners",3000000.0
Cashfree,Finance,Bangalore,2021,"State Bank of India, Y Combinator",0.0
QuickSell,E-Commerce,Mumbai,2021,"Sanjay Baldwa, Ajay Jain",2000000.0
Truemeds,Health,Mumbai,2021,InfoEdge,5000000.0
Candes,E-Commerce,New Delhi,2021,"Nitin Passi, Ruchirans Jaipuria",3000000.0
MediBuddy,Health,Bangalore,2021,"Stride Ventures, InnoVen Capital",3000000.0
F5,Food,New Delhi,2021,"Venture Catalysts, Jeevak Gupta",300000.0
Capital Float,Finance,Bangalore,2021,"Triodos Investment Management, SAIF Partners",6000000.0
IntelleWings,Information Technology,Panchkula,2021,Undisclosed,100000.0
Shyplite,Logistics,New Delhi,2021,N+1 Capital,1000000.0
Refyne,Finance,Bangalore,2021,"DST Global, RTP Global",20000000.0
Greenjoules,Renewable Energy,Pune,2021,Blue Ashva Capital,4500000.0
MentorKart,Consulting,New Delhi,2021,"Amit Singal, Manish Aggarwal",150000.0
Leverage Edu,EdTech,New Delhi,2021,"Trifecta Capital Advisors, Blume Ventures",2000000.0
Kale Logistics,Logistics,Thane,2021,Inflexor Ventures,5000000.0
CustomerGlu,CRM,Bangalore,2021,"Kumar Aakash, Amit Singhal",320000.0
Cell Propulsion,Energy,Bangalore,2021,growX ventures,2000000.0
Wellbeing Nutrition,Health,Mumbai,2021,Klub,0.0
Pee Safe,Health,Gurugram,2021,"Shaival Desai, Alkemi Venture Partners",3000000.0
Chqbook,Finance,New Delhi,2021,"Aavishkaar Venture Capital, YWC Venture Capital",1000000.0
SimpliContract,Software,Bangalore,2021,Kalaari Capital,1800000.0
Dropshop,Logistics,Bangalore,2021,Inflection Point Ventures,1000000.0
Jumbotail,E-Commerce,Bangalore,2021,Alteria Capital,4000000.0
BYJU'S,EdTech,Bangalore,2021,"Tiga Investments, Baron Capital",350000000.0
Power Gummies,Nutrition,New Delhi,2021,"Venture Catalysts, 9unicorns",1000000.0
Convosight,SaaS,New Delhi,2021,Qualgro,9000000.0
Junio,Finance,New Delhi,2021,"Amit Lakhotia, Pravin Jadhav",600000.0
Wherehouse.io,Logistics,New Delhi,2021,Better Capital,0.0
Flexmoney,Finance,Mumbai,2021,Pravega Ventures,4800000.0
Fampay,Finance,Bangalore,2021,"Greenoaks Capital, Elevation Capital",38000000.0
Apna,Human Resources,Bangalore,2021,"Sequoia Capital India, rocketship.vc",70000000.0
XYXX Apparels,Fashion,Surat,2021,Undisclosed,4000000.0
WaterScience,D2C startup,Bangalore,2021,Undisclosed,0.0
BrowserStack,SaaS,Mumbai,2021,Accel,200000000.0
Vital,Insurance,New Delhi,2021,BLinC Invest,3000000.0
Juicy chemistry,Health,Coimbatore,2021,Spring Marketing Capital,0.0
Samaaro,SaaS,Bangalore,2021,"Chaitanya Kalipatnapu, Kedar Gavane",125000.0
Imagimake,Innovation management,Mumbai,2021,"Roha Investment Managers, angel investor Saumil Shah",500000.0
MSMEx,EdTech,Andheri,2021,"TNF Ventures, Razorpay",1000000.0
RenewBuy,Insurance,Gurugram,2021,"Lok Capital, IIFL Asset Management",45000000.0
saarthi.ai,Artificial Intelligence,Bangalore,2021,Nvidia Inception,0.0
Kutumb,Community platform,Bangalore,2021,"Tiger Global Management, DST Global",26000000.0
Superplum,Agriculture,Noida,2021,Marquee investors,3800000.0
Upside AI,Finance,Mumbai,2021,Endiya Partners,1200000.0
PazCare,Insurance,Bangalore,2021,"Ashish Hemrajani, Parikshit Dar",0.0
Answer Genomics,Health,Bangalore,2021,"India Accelerator, Lyxel&Flamingo",0.0
Skillmatics,EdTech,Mumbai,2021,Sequoia Capital India,6000000.0
Bimaplan,Insurance,Bangalore,2021,"Roshan Abbas, Ritesh Malik",2500000.0
Bueno Finance,Finance,Gurugram,2021,"Goat Capital, JAM Fund",3000000.0
CityMall,E-Commerce,Gurugram,2021,"General Catalyst, Jungle Ventures",22000000.0
BYJU’S,EdTech,Bangalore,2021,"Blackstone Group, ADQ",50000000.0
India Quotient,Finance,Mumbai,2021,Undisclosed,64000000.0
The Switch Fix,Health,Gurugram,2021,"Venture Catalysts, 9unicorns",0.0
Anvidha Technologies,Information Technology,Haryana,2021,Undisclosed,1500000.0
DigiSparsh,Finance,Mumbai,2021,GoAhead Ventures,0.0
CoffeeMug.ai,Networking,New Delhi,2021,"Paradigm Shift Capital, AngelList India",620000.0
Pathfndr.io,SaaS,Bangalore,2021,Arali Ventures,0.0
BigLeap,Recruitment,Hyderabad,2021,Anup Kumar Yama,600000.0
Kazam,Energy,Bangalore,2021,Inflection Point Ventures,900000.0
MYRE Capital,Real Estate,Mumbai,2021,Aryaman Vir,1680000.0
BimaPe,Finance,Mumbai,2021,"iSeed, Titan Capital",500000.0
MicroDegree,EdTech,Mangalore,2021,Research Innovation Incubation Design Labs,0.0
JITO Angel Network,EdTech,Ahmadabad,2021,Sushil Agarwal,1000000.0
Synapsica,Health,New Delhi,2021,"IvyCap Ventures, Endiya Partners",4000000.0
Kwik Foods,Food,Gurugram,2021,9Unicorns,0.0
Plutomen,Artificial Intelligence,Ahmadabad,2021,"GUSEC Seed Fund, DeVX Venture Fund",300000.0
GoMechanic,Automobile,Gurugram,2021,"Tiger Global, Sequoia",42000000.0
Grinntech,Automobile,Chennai,2021,Undisclosed,2000000.0
Nobel Hygiene,Health,Mumbai,2021,Quadria Capital,60000000.0
Green Cure,Health,New Delhi,2021,Venture Catalysts,0.0
Classplus,EdTech,Noida,2021,Tiger Global,65000000.0
WINDO,E-Commerce,Hyderabad,2021,Unicorn India Ventures,500000.0
ApnaKlub,E-Commerce,Bangalore,2021,"Blume Ventures, Whiteboard Capital",0.0
LegalPay,Finance,New Delhi,2021,Ashwini Kakkar. 9Unicorns,0.0
Lavado,Consumer service,Mumbai,2021,Ashish Shah,0.0
Navars,EdTech,Hyderabad,2021,Faad Network,0.0
GoBolt,Logistics,Gurugram,2021,"Paragon Partners, Aavishkaar Capital",20000000.0
Loco,Gaming,Bangalore,2021,"Krafton, Lumikai",9000000.0
Auric,Health,New Delhi,2021,Venture Catalysts,2000000.0
Edmingle,EdTech,Bangalore,2021,"Indovation Fund, Mumbai Angels",300000.0
Slice,Finance,Bangalore,2021,"Gunosy, Blume Ventures",20000000.0
Humit,Music,Bangalore,2021,Antler India,0.0
Airblack,Information Technology,Gurugram,2021,"Edge Ventures, Elevation Capital",5200000.0
NIRAMAI,Health,Bangalore,2021,CDC Group,0.0
Intervue,SaaS,New Delhi,2021,"Titan Capital, Kunal Shah",0.0
Nestroots,Fashion,Gurugram,2021,We Founder Circle,100000.0
Detect Technologies,Artificial Intelligence,Chennai,2021,"Accel Partners, Elevation Capital",12000000.0
CredR,Automobile,Bangalore,2021,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",6500000.0
Fourth Partner Energy,Energy,Hyderabad,2021,"Norfund, The Rise Fund",125000000.0
TABLT,Health,Kolkata,2021,Siti Cable,3000000.0
Hesa,Information Technology,Hyderabad,2021,"Venture Catalysts, 9unicorns",2000000.0
Powerhouse91,Consumer goods,Gurugram,2021,Crossbeam Venture Partners,0.0
Nalanda Learning,EdTech,Kolkata,2021,Aavishkaar Capital,5000000.0
Chargeup,Renewable Energy,New Delhi,2021,Mapmyindia,0.0
Knackit,Information Technology,Bangalore,2021,Jyoti Bansal,100000.0
Treebo Hotels,Hospitality,Bangalore,2021,Accor,16000000.0
Raptee Energy,Automobile,Chennai,2021,Undisclosed,700000.0
Meddo,Health,Gurugram,2021,"SRI Capital, Picus Capital, Alkemi Capital",6000000.0
Supertails,Pet care,Bangalore,2021,"Saama Capital, DSG Consumer Partners",2600000.0
SkilloVilla,EdTech,Bangalore,2021,Titan Capital,300000.0
Cancer Clinics,Health,Telugana,2021,Axilor,1500000.0
Velocity,Finance,Bangalore,2021,Valar Ventures,1300000.0
Happy Jars,Food,New Delhi,2021,Inflection Point Ventures,400000.0
Inshorts,Media,Noida,2021,"Addition, SIG Global India Fund",40000000.0
ExtraaEdge,MarTech,Pune,2021,"9Unicorns Accelerator Fund, Indian Angel Network",1000000.0
Zotalabs,Information Technology,Pune,2021,Alfa Ventures,1250000.0
Voiro,Advertisement,Bangalore,2021,1Crowd,1800000.0
Dream Sports,Gaming,Mumbai,2021,"TCV, D1 Capital Partners, Falcon Edge.",400000000.0
Safex Chemicals,Agriculture,New Delhi,2021,BanyanTree Finance Pvt. Ltd.,50000000.0
Instoried,Content creation,Bangalore,2021,"EXPERT DOJO, Mumbai Angels",0.0
Rupifi,Finance,Bangalore,2021,Quona Capital,4100000.0
Moneyboxx,Finance,Mumbai,2021,"Ashv Finance, BlackSoil Capital",3000000.0
CityMall,E-Commerce,Gurugram,2021,"WaterBridge Ventures, SAIF Partners",11000000.0
Janani,Health,Bangalore,2021,"Sweta Rau, 9Unicorns Accelerator Fund",1000000.0
ReshaMandi,Agriculture,Bangalore,2021,"Omnivore, Strive Ventures",1700000.0
Bombay Shaving Company,Lifestyle,New Delhi,2021,"Rajesh Sud, KULDEEP JAIN",2000000.0
DotPe,Finance,Gurugram,2021,"PayU, Google",27000000.0
Homingos,Augmented reality,Bangalore,2021,"Sundi Natarajan, Srinivas Anumolu",0.0
Anar Business Community,Information Technology,Mumbai,2021,"Titan Capital, First Cheque",0.0
Five Star Finance,Finance,Chennai,2021,"TPG Capital Asia, Epiq Capital",234000000.0
Settlrs,Rental space,Bangalore,2021,MaGEHold Pte. Ltd.,0.0
BYJU'S,EdTech,Bangalore,2021,"BlackRock, Owl Ventures",460000000.0
Annapurna Finance,Finance,Bhubaneswar,2021,"Asian Development Bank, Oman India Joint Investment Fund",30000000.0
HealthPlix,Health,Bangalore,2021,"JSW Ventures, Kalaari Capital",13500000.0
Masai School,EdTech,Bangalore,2021,"Unitus Ventures, Omidyar Network India",5000000.0
Bewakoof,Fashion,Mumbai,2021,"IvyCap Ventures, Pratithi Investment Trust",4000000.0
IndiaLends,Finance,New Delhi,2021,"ACPI Investments, AdvantEdge Founders",5100000.0
Stelis Biopharma,BioTechnology,Bangalore,2021,"RouteOne, Mankekar Family Office",195000000.0
Tilt,Transportation,Bangalore,2021,Y Combinator,125000.0
NeoDove,Artificial Intelligence,Jaipur,2021,India Quotient,15000000.0
Zaara Biotech,BioTechnology,Kottayam,2021,TCN International Commerce,10000000.0
KreditBee,Finance,Bangalore,2021,"Alpine Capital, PremjiInvest",75000000.0
True Balance,Finance,Gurugram,2021,"Bon Angels Venture Partners, Daesung Private Equity",10000000.0
Muvin,Finance,Bangalore,2021,Undisclosed,1000000.0
Purplle,Beauty products,Mumbai,2021,"Spring Marketing Capital, Verlinvest",45000000.0
FloBiz,Information Technology,Bangalore,2021,Elevation Capital,10000000.0
Jeevam Health,Health care,New Delhi,2021,Y Combinator,1500000.0
NewLink Group,Information Technology,Beijing,2021,Bain Capital,200000000.0
OZiva,Health,Mumbai,2021,"F-Prime Capital, Eight Roads Ventures India",12000000.0
Blive,Tourism,Panaji,2021,"Mumbai Angels, DNA Entertainment Networks",1000000.0
Nazara Technologies,Gaming,Mumbai,2021,"Hornbill Capital Advisers, Plutus Wealth Management",30000000.0
Euler Motors,Automobile,New Delhi,2021,"ADB Ventures, Jetty Ventures",2600000.0
Pixxel,Aerospace,Bangalore,2021,"Techstars, Ryan Johnson",7300000.0
Prescinto,Energy,Gujarat,2021,"Venture Catalysts, 9Unicorns Accelerator Fund",3500000.0
MyGlamm,Beauty products,Mumbai,2021,Bessemer Venture Partners,20000000.0
Chirrup,Gaming,Bangalore,2021,"Titan Capital, iSeed, First Cheque, 3.0 Fund.",300000.0
Policybazaar,Insurance,Gurugram,2021,"Falcon Edge Capital, White Oak Global Advisors",75000000.0
Livve Homes,Rental space,Bangalore,2021,Angel investors,5000000.0
Juicy Chemistry,Health,Coimbatore,2021,Akya Ventures,6300000.0
Svasti Microfinance,Finance,Mumbai,2021,"Kayenne Ventures, Nordic Microfinance Initiative",4000000.0
Nexprt,Consulting,New Delhi,2021,Titan Capital,2000000.0
Wysa,Artificial Intelligence,Bangalore,2021,"Kae Capital, Pi Ventures",0.0
Ankur capital,Finance,Mumbai,2021,Undisclosed,40000000.0
Indifi,Finance,Gurugram,2021,"Elevar Equity, Accel India",5000000.0
Firmway,Finance,Mumbai,2021,Undisclosed,0.0
Say Cheese,Finance,Mumbai,2021,Undisclosed,1000000.0
Indic Inspirations,Cultural,Pune,2021,Marquee investors,300000.0
Bimaplan,Finance,Mumbai,2021,"Titan Capital, Y Combinator",500000.0
YAP,Finance,Chennai,2021,"Jitendra Gupta, Better Capital",10000000.0
Leap Finance,Finance,Bangalore,2021,Jungle Ventures,17000000.0
BlackSoil NBFC,Finance,Mumbai,2021,Undisclosed,3000000.0
OYO,Hospitality,Gurugram,2021,Hindustan Media Venture,200000000.0
Max Healthcare,Health,New Delhi,2021,"Radiant Life Care Private Ltd, Life Healthcare",140000000.0
4baseCare,Health,Bangalore,2021,"Mount Judi Ventures, growX Ventures, Season Two Ventures",2000000.0
Ezstays,EdTech,New Delhi,2021,Richard Rekhy,400000.0
Stylework,Co-working,Gurugram,2021,Inflection Point Ventures,500000.0
Kinara Capital,Finance,Bangalore,2021,"GAWA Capital, Gaja Capital",6000000.0
Riskcovry,InsureTech,Bangalore,2021,"Better Capital, Bharat Inclusion Seed Fund",5000000.0
NODWIN,Gaming,Gurugram,2021,Krafton,20000000.0
Quizizz,EdTech,Bangalore,2021,"Eight Roads Ventures India, Nexus Venture Partners",12500000.0
Ecom Express,E-Commerce,New Delhi,2021,"CDC Group, Partners Group",20000000.0
Turtlemint,InsureTech,Mumbai,2021,Jungle Ventures,45000000.0
Captain Fresh,B2B,Bangalore,2021,"Matrix Partners India, Ankur Capital",3000000.0
Northern Arc,Finance,Chennai,2021,"U.S. International Development Finance Corp, Asian Development Bank",10000000.0
Qoohoo,Social platform,Bangalore,2021,Angel investors,800000.0
IGL,Gaming,Mumbai,2021,"Hungama, Hindustan Talkies",500000.0
AMPM,E-Commerce,Gurugram,2021,Agility Venture Partners,200000.0
The ePlane,Drone,Chennai,2021,"Speciale Invest, Farid Ahsan",1000000.0
Cashify,E-Commerce,Gurugram,2021,"Bessemer Venture Partners, CDH Investments",15000000.0
Bijnis,B2B service,New Delhi,2021,"Sequoia Capital India, Matrix Partners India",0.0
Questt,EdTech,Gurugram,2021,"Chiratae Ventures, AET Fund",1000000.0
DealShare,E-Commerce,Jaipur,2021,"Omidyar Network, Falcon Edge Capital",3000000.0
Euler Motors,Automobile,New Delhi,2021,"Jetty Ventures, Srinivas Anumolu",4000000.0
Blume Ventures,Finance,Mumbai,2021,Avendus,40000000.0
KoineArth,Cryptocurrency,Bangalore,2021,YourNest,1800000.0
ImaginXP,EdTech,Pune,2021,Venture Catalysts,1500000.0
Virohan,EdTech,Gurugram,2021,"National Skill Development Corporation, Rianta Capital",0.0
Apna.co,Recruitment,Bangalore,2021,"Sequoia Capital India, Rocketship.vc",12500000.0
ideaForge,Drone,Mumbai,2021,"Infosys, Qualcomm Ventures",2000000.0
Clairco,CleanTech,Bangalore,2021,"Real Estate Accelerator Program (REAP), AngelList",500000.0
Northern Arc,Finance,Chennai,2021,"Asian Development Bank, U.S. International Development Finance Corp",50000000.0
Lenskart,Fashion,Faridabad,2021,"Kohlberg Kravis Roberts, Temasek Holdings",95000000.0
ParkSmart,Automobile,New Delhi,2021,"Shireen Rangaswamy, Dilesh Gathani",0.0
Virohan,EdTech,Gurugram,2021,"Rebright Partners, Wadhwani Foundation",3000000.0
BankSathi,Finance,New Delhi,2021,"Dinesh Godara, Aditya Talwar",200000.0
Spark Studio,EdTech,Bangalore,2021,Better Capital,0.0
BlissClub,Fashion,Bangalore,2021,Elevation Capital,2000000.0
BricSpaces,Real Estate,Bangalore,2021,Angel investors,350000.0
ANSR,Consulting,Bangalore,2021,"Sistema Asia Capital, Evolvence India Fund",15000000.0
Keito,Artificial Intelligence,Pune,2021,"Rajesh Agarwal, Nandkishore Mundada",0.0
Reccy Adventures,Sports,Gurugram,2021,"Kallol Banerjee, Jaydeep Barman",400000.0
Magenta EV,Renewable Energy,Mumbai,2021,"JITO Angel Network, LetsVenture",15000000.0
Karbon Card,Finance,Bangalore,2021,"MyAsia VC, Orios Venture Partners",1000000.0
Wysa,Artificial Intelligence,Bangalore,2021,"W Health Ventures, Pi Ventures",5000000.0
Agnikul,Aerospace,Chennai,2021,"Artha India Ventures, Sriram Krishnan",11000000.0
LegalPay,Finance,New Delhi,2021,9Unicorns,0.0
Glamplus,SaaS,Bangalore,2021,Inflection Point Ventures,200000.0
Tekie,EdTech,Gurugram,2021,"GSV, Multiply Ventures",1500000.0
Asirvad Microfinance,Finance,Chennai,2021,"WorldBusiness Capital, Northern Arc",15000000.0
Avalon Labs,Finance,Bangalore,2021,"Tanglin Ventures, Better Capital, Whiteboard Capital",0.0
Betterhalf.ai,Wedding,Bangalore,2021,"Y Combinator, Rehan A Khan",3000000.0
Koo,Social Media,Bangalore,2021,"Balaji Srinivasan, Naval Ravikant",30000000.0
Rezo.ai,Artificial Intelligence,Noida,2021,"Devesh Sachdev, Bhavesh Manglani",0.0
Mentoria,EdTech,Mumbai,2021,"Pradeep K Jaisingh, Jayant Mehrotra",200000.0
Cuvette Tech,Human Resources,Bangalore,2021,"Varun Alagh, Harish Daiya",1800000.0
Clensta,BioTechnology,New Delhi,2021,"IAN Fund, World Startup Factory",600000.0
FarMart,Agriculture,Gurugram,2021,"Omidyar Network India, Avaana Capital",24000000.0
Kodo Card,Finance,Mumbai,2021,"Brex, Y-Combinator",8000000.0
Polygon,Cryptocurrency,Mumbai,2021,"Mark Cuban, MiH Ventures",0.0
Get My Parking,Transportation,New Delhi,2021,"IvyCap Ventures, IAN Fund",6000000.0
Cellestial,Electronics,Hyderabad,2021,"Gurj Aujla, Ashik K",500000.0
FanCode,Sports,Mumbai,2021,Dream Sports,50000000.0
Jai Kisan,Finance,Mumbai,2021,"The Chatterjee Group, Prophetic Ventures",30000000.0
Plum,Health,Bangalore,2021,"Harsh Jain, Lalit Keshre",15000000.0
ThatMate,Health,Satara,2021,"Supriya Kumari, Premanshu Singh",140000.0
Klassroom,EdTech,Mumbai,2021,ah! Ventures,200000.0
Convin,SaaS,Bangalore,2021,"9Unicorns Accelerator Fund, Sunder Nookala",300000.0
Mensa Brands,Clothing,Bangalore,2021,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",50000000.0
Disruptium,Consulting,Ahmadabad,2021,Pravesh Mehta,200000.0
MedTel Healthcare,Health,Orissia,2021,Undisclosed,5000000.0
Pickright Technologies,Finance,Bangalore,2021,"Gaurav Gupta, Vivek Srivatsav",200000.0
Ingenium,EdTech,New Delhi,2021,Lead Angels,0.0
BharatPe,Finance,New Delhi,2021,"Amplo, Insight Partners",6000000.0
RuleZero,Information Technology,Bangalore,2021,"Induslaw, Reddy Futures",1000000.0
Rubix Data Sciences,Information Technology,Mumbai,2021,Undisclosed,800000.0
Locobuzz,Analytics,Mumbai,2021,Yuj Ventures,4000000.0
We Founder Circle,Finance,Mumbai,2021,Geekster,2000000.0
Haqdarshak,Finance,Jaipur,2021,"Manish Subramaniam, Upaya Social Ventures",800000.0
Celcius,Logistics,Mumbai,2021,Eaglewings Ventures,0.0
Enthu.ai,Artificial Intelligence,Chandigarh,2021,Appit Simple Infotek,200000.0
Myelin Foundry,Artificial Intelligence,Bangalore,2021,Beyond Next Ventures,1000000.0
SuperOps.ai,Artificial Intelligence,Chennai,2021,"Ramakant Sharma, Elevation Capital",3000000.0
6Degree,Retail,Mumbai,2021,"Keiretsu Forum, SucSEED Venture Partners",1000000.0
Teachmint,EdTech,Bangalore,2021,"Lightspeed India Partners, CM Ventures",16500000.0
Sarathi,Health,Jodhpur,2021,Undisclosed,100000.0
Jidoka Technologies,Software,Chennai,2021,Undisclosed,340000.0
Rapido,Transportation,Bangalore,2021,"Skycatcher, Nexus Venture Partners",43000000.0
BYJU'S,EdTech,Bangalore,2021,"Tiga Investments, Baron Capital",150000000.0
ElasticRun,E-Commerce,Pune,2021,"Avataar Venture Partners, Kalaari Capital",75000000.0
Avail Finance,Finance,Bangalore,2021,"Alteria Capital, Matrix Partners India",3000000.0
Nivesh,Finance,Noida,2021,"Raghav Kapur, Indian Angel Network",1600000.0
Thingsup,Information Technology,Pune,2021,GSF Accelerator,1000000.0
Arthya Wealth and Investments,Finance,Mumbai,2021,"Rishi Kumar Bagla, Krishen Lal Khanna",1000000.0
Zepto,E-Commerce,Mumbai,2021,"Glade Brook Capital, Nexus, Y Combinator",60000000.0
Fi,Finance,Bangalore,2021,"Capital Group, Falcon Edge",50000000.0
Kiko Live,Commerce,Gurugram,2021,"Dinesh Agarwal, Amarjit Batra",1000000.0
TurboHire,Software,Hyderabad,2021,"Arcilla, Samir Khosla",0.0
The Hosteller,Hospitality,Mumbai,2021,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000.0
SatSure,Defense & Space,Bangalore,2021,Baring PE India,0.0
Ruptok Fintech,Finance,New Delhi,2021,Manuvel Malabar Jewellers,2000000.0
VilCart,Retail,Bangalore,2021,Nabventures,2000000.0
Dogsee Chew,Food,Bangalore,2021,Sixth Sense Ventures,7000000.0
Advantage Club,Human Resources,Gurugram,2021,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",3300000.0
TRDR,Finance,Bangalore,2021,"Kunal Shah, Snehal Fulzele",150000.0
Zoomcar,Transportation,Bangalore,2021,SternAegis Ventures,92000000.0
Leap India,Logistics,Mumbai,2021,CDC Group,10000000.0
SuperBottoms,Consumer Goods,Mumbai,2021,Alteria Capital,400000.0
Cora Health,Health,Bangalore,2021,Indian Angel Network,600000.0
Battery Smart,Energy,New Delhi,2021,"Blume Ventures, Orios Ventures",7000000.0
The Good Glamm Group,Information Technology,Pune,2021,"Warburg Pincus﻿, Prosus Ventures",150000000.0
Mosaic Wellness,Health,Mumbai,2021,Sequoia,24000000.0
CloudFiles,SaaS,Bangalore,2021,Titan Capital,300000.0
The Viral Fever,Entertainment,Mumbai,2021,BlackSoil,2000000.0
Xpand,Retail,New Delhi,2021,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000.0
Troo Good,E-Commerce,Hyderabad,2021,OAKS Asset Management,7000000.0
Prodo,Business Supplies & Equipment,New Delhi,2021,"Titan Capital, LetsVenture",300000.0
Unnati,Finance,Noida,2021,"Incofin, NabVentures, Orios",7000000.0
Lysto,NFT,Bangalore,2021,BEENEXT,3000000.0
Wakefit,Furniture,Bangalore,2021,SIG,20000000.0
Buyofuel,Oil & Energy,Coimbatore,2021,Inflection Point Ventures,100000.0
ElectricPe,EV,Bangalore,2021,"Blume Ventures, Micelio Fund",3000000.0
Vayana Network,Finance,Pune,2021,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",30000000.0
Valuationary,EdTech,Surat,2021,"Ashish Jain, Ajay Surana",100000.0
Knocksense,Online Media,Lucknow,2021,"We Founder Circle, Appyhigh, Mumbai Angels",150000.0
Petpooja,Information Technology,Ahmedabad,2021,"Aroa Ventures, GVFL, Udaan",4500000.0
Wingreens Farms,Food,Gurugram,2021,"Investcorp, Omidyar Network",17000000.0
Doola,Company-as-a-Service,New York,2021,Nexus Venture Partners,3000000.0
EyeMyEye,Eyewear,Gurugram,2021,2000000,2000000.0
Bombay Hemp Company,Textiles,Mumbai,2021,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2000000.0
DGV,Information Technology,Bangalore,2021,"Info Edge Ventures, Omnivore",3000000.0
GuardianLink,Information Technology,Chennai,2021,Kalaari Capital,12000000.0
Clinikk,Health,Bangalore,2021,MassMutual Ventures,4000000.0
Toplyne,Software,Bangalore,2021,"Sequoia Capital , Together Fund",2500000.0
Mensa,D2C,Bangalore,2021,"Alpha Wave Ventures, Falcon Edge Capital",135000000.0
GENLEAP,Professional Training & Coaching,Haryana,2021,"Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000.0
Planys,Maritime,Chennai,2021,"Kieretsu Forum, Lets Venture, Shell",1600000.0
Wonderchef,Consumer Goods,Mumbai,2021,"Sixth Sense Ventures, Godrej Family office, Malpani Group",20000000.0
GoKwik,Information Technology,New Delhi,2021,Sequoia Capital India,15000000.0
Velocity,Finance,Bangalore,2021,Valar Ventures,20000000.0
SalaryBox,Finance,Gurugram,2021,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram",4000000.0
Boingg,Furniture,Gurugram,2021,Inflection Point Ventures,200000.0
Better Capital,Venture Capital & Private Equity,Santra,2021,Undisclosed,15000000.0
Tickertape,Finance,Bangalore,2021,Smallcase,5000000.0
Zenpay Solutions,Finance,New Delhi,2021,"The StarupLab, AngelBay",0.0
Disprz,EdTech,Mumbai,2021,"Dallas Venture Capital, Mars Growth Capital",13000000.0
Arbo Works,Software,Mountain View,2021,Sequoia Capital,0.0
Inzpira,EdTech,Trivandrum,2021,"Raj Nair, Gopinath Latpate",300000.0
Defy,Finance,Bangalore,2021,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital",5500000.0
